date,time,location,all_aboard,total_fatalities,cause
09/19/2003,2000,Mexico,6,6,Sin Dato
09/19/2003,1710,USA,2,1,Pilot Incapacitation
09/20/2003,1955,USA,7,7,Sin Dato
09/27/2003,1857,Canada,3,3,Weather
10/03/2003,-1,Cachoeria,4,4,Sin Dato
10/03/2003,2125,Zealand,2,2,Unknown
10/11/2003,1600,Venezuela,2,1,Sin Dato
10/26/2003,431,Argentina,5,5,Sin Dato
10/27/2003,808,Mexico,3,3,Sin Dato
10/29/2003,851,USA,1,1,Pilot Incapacitation
11/02/2003,900,Iraq,36,15,Cargo Hold / Cabin / Cockpit Fires
11/08/2003,1026,Australia,4,4,Cargo Hold / Cabin / Cockpit Fires
11/08/2003,1059,Guyana,7,2,Engine Failures
11/15/2003,1830,Iraq,22,17,Cargo Hold / Cabin / Cockpit Fires
11/29/2003,801,USA,1,1,Sin Dato
11/29/2003,1520,Congo,24,20,Sin Dato
12/16/2003,1200,Canada,3,2,Sin Dato
12/18/2003,2200,Colombia,3,3,Sin Dato
12/23/2003,913,USA,2,2,Sin Dato
12/25/2003,1455,Benin,161,140,Sin Dato
01/03/2004,444,Egypt,148,148,Sin Dato
01/13/2004,1940,Uzbekistan,37,37,Weather
02/06/2004,801,Bosnia-Herzegovina,9,9,Pilot Incapacitation
02/10/2004,1140,Emirates,46,43,Engine Failures
03/04/2004,940,Azerbaijan,7,3,Sin Dato
03/16/2004,401,USA,5,5,Cargo Hold / Cabin / Cockpit Fires
03/21/2004,220,USA,5,4,Weather
05/02/2004,1600,Mexico,7,7,Sin Dato
05/05/2004,1300,Colombia,7,3,Sin Dato
05/06/2004,1500,Sudan,10,6,Engine Failures
05/11/2004,-1,Sudan,7,7,Weather
05/14/2004,1830,Brazil,33,33,Sin Dato
05/18/2004,1050,China,7,7,Engine Failures
05/18/2004,1040,Kazakhstan,12,1,Engine Failures
05/23/2004,730,Kenya,2,2,Sin Dato
05/25/2004,1356,Nepal,3,3,Sin Dato
06/08/2004,938,Gabon,30,19,Engine Failures
06/28/2004,917,Leone,24,24,Sin Dato
07/12/2004,715,Islands,2,1,Cargo Hold / Cabin / Cockpit Fires
07/22/2004,830,Brazil,11,6,Sin Dato
07/29/2004,1030,Guinea,3,2,Sin Dato
08/13/2004,50,USA,2,1,Fuel Starvation
08/21/2004,1628,Venezuela,25,25,Weather
08/24/2004,2259,Russia,46,46,Sin Dato
08/24/2004,2256,Russia,41,41,Sin Dato
08/27/2004,1630,USA,3,1,Weather
09/09/2004,650,Mexico,2,2,Sin Dato
09/11/2004,1110,Greece,17,17,Sin Dato
09/29/2004,1859,Rico,1,1,Weather
10/05/2004,1237,Sudan,4,4,Cargo Hold / Cabin / Cockpit Fires
10/14/2004,356,Canada,7,7,Sin Dato
10/14/2004,2215,USA,2,2,Air Traffic Control Errors
10/15/2004,746,Colombia,3,3,Sin Dato
10/16/2004,1500,Philippines,2,2,Sin Dato
10/19/2004,745,USA,15,13,Sin Dato
10/24/2004,30,USA,5,5,Air Traffic Control Errors
10/24/2004,1630,USA,10,10,Weather
11/18/2004,1302,Venezuela,21,3,Cargo Hold / Cabin / Cockpit Fires
11/21/2004,820,China,53,53,Sin Dato
11/22/2004,615,USA,3,3,Weather
11/27/2004,820,Afghanstan,6,6,Sin Dato
11/28/2004,955,USA,6,3,Weather
11/30/2004,1814,Indonesia,163,25,Sin Dato
12/10/2004,-1,Venezuela,16,16,Sin Dato
12/11/2004,-1,Arabia,7,1,Sin Dato
12/11/2004,530,Brazil,2,2,Cargo Hold / Cabin / Cockpit Fires
01/13/2005,1610,Russia,9,9,Sin Dato
01/13/2005,-1,Colombia,20,20,Weather
01/13/2005,2218,Hampshire,1,1,Sin Dato
01/26/2005,120,Iraq,31,31,Weather
01/27/2005,810,Hungary,2,2,Weather
01/30/2005,1630,Iraq,10,10,Cargo Hold / Cabin / Cockpit Fires
02/03/2005,1700,Afghanistan,104,104,Sin Dato
02/03/2005,807,Sudan,7,7,Fuel Starvation
02/16/2005,913,USA,8,8,Cargo Hold / Cabin / Cockpit Fires
02/22/2005,1322,Guinea,13,2,Sin Dato
02/22/2005,715,Indonesia,18,15,Sin Dato
03/08/2005,923,Venezuela,2,2,Sin Dato
03/15/2005,15,Kingdom,2,2,Weather
03/16/2005,1357,Russia,52,28,Pilot Incapacitation
03/23/2005,2307,Tanzania,8,8,Sin Dato
03/26/2005,1015,Colombia,14,8,Sin Dato
03/31/2005,2000,Albania,9,9,Sin Dato
04/12/2005,1210,Indonesia,18,18,Sin Dato
04/20/2005,2215,Iran,169,3,Cargo Hold / Cabin / Cockpit Fires
04/21/2005,-1,Iraq,11,11,Shot Down
04/28/2005,1128,Peru,13,13,Engine Failures
05/02/2005,2214,Zealand,2,2,Weather
05/05/2005,1330,Congo,11,10,Sin Dato
05/07/2005,1145,Australia,15,15,Sin Dato
05/16/2005,1220,Argentina,10,10,Sin Dato
05/18/2005,1327,Zambia,13,13,Sin Dato
05/25/2005,-1,Congo,27,27,Sin Dato
06/02/2005,1115,Sudan,42,7,Cargo Hold / Cabin / Cockpit Fires
07/16/2005,1000,Guinea,60,60,Cargo Hold / Cabin / Cockpit Fires
08/02/2005,1604,Canada,309,0,Weather
08/06/2005,1540,Italy,39,16,Fuel Starvation
08/10/2005,1243,Estonia,14,14,Sin Dato
08/14/2005,1220,Greece,121,121,Fuel Starvation
08/16/2005,330,Venezuela,160,160,Engine Failures
08/23/2005,1506,Peru,98,40,Weather
09/05/2005,940,Indonesia,117,99,Sin Dato
09/05/2005,730,Congo,11,11,Cargo Hold / Cabin / Cockpit Fires
09/09/2005,1545,Congo,14,14,Weather
10/04/2005,-1,Cogo,100,2,Sin Dato
10/22/2005,2040,Nigeria,117,117,Weather
12/06/2005,1415,Iran,94,94,Engine Failures
12/08/2005,1915,USA,103,0,Design Flaws
12/10/2005,1408,Nigeria,110,108,Pilot Incapacitation
12/19/2005,1440,USA,20,20,Cargo Hold / Cabin / Cockpit Fires
12/23/2005,2227,Azerbaijan,23,23,Sin Dato
01/02/2006,1111,Karkov,3,3,Sin Dato
01/07/2006,-1,Iraq,12,12,Sin Dato
01/08/2006,1300,Uganda,6,6,Engine Failures
01/09/2006,930,Iran,11,11,Engine Failures
01/19/2006,1930,Hungary,43,42,Pilot Incapacitation
02/05/2006,1653,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
02/08/2006,1212,USA,1,1,Fuel Starvation
03/31/2006,1739,Brazil,19,19,Cargo Hold / Cabin / Cockpit Fires
04/10/2006,1000,Kenya,17,14,Sin Dato
04/23/2006,455,Cameroon,6,6,Sin Dato
04/24/2006,1145,Afghanistan,16,2,Sin Dato
05/03/2006,215,Russia,113,113,Pilot Incapacitation
05/14/2006,1232,Saskatchewan,3,1,Sin Dato
05/23/2006,1822,USA,4,4,Sin Dato
06/03/2006,1500,China,40,40,Sin Dato
06/11/2006,1830,Chad,7,5,Sin Dato
06/21/2006,1203,Napal,9,9,Sin Dato
07/07/2006,1535,Congo,5,5,Engine Failures
07/09/2006,744,Russia,203,125,Weather
07/10/2006,1205,Pakistan,45,45,Cargo Hold / Cabin / Cockpit Fires
07/27/2006,-1,Afghanistan,17,17,Sin Dato
08/03/2006,-1,Congo,17,17,Cargo Hold / Cabin / Cockpit Fires
08/04/2006,930,USA,1,1,Weather
08/13/2006,2015,Italy,3,3,Engine Failures
08/22/2006,1530,Ukraine,170,170,Weather
08/27/2006,607,USA,50,49,Cargo Hold / Cabin / Cockpit Fires
09/01/2006,1345,Iran,148,29,Cargo Hold / Cabin / Cockpit Fires
09/02/2006,1630,Afghanistan,14,14,Fuel Starvation
09/11/2006,1730,Russia,15,12,Cargo Hold / Cabin / Cockpit Fires
09/17/2006,1015,Nigeria,18,13,Sin Dato
09/29/2006,1559,Brazil,161,154,Air Traffic Control Errors
10/10/2006,735,Norway,16,4,Cargo Hold / Cabin / Cockpit Fires
10/19/2006,730,Russia,15,15,Weather
10/29/2006,1130,Nigeria,105,96,Weather
11/17/2006,807,Indonesia,12,12,Sin Dato
11/18/2006,2100,Colombia,5,5,Weather
11/27/2006,720,Iran,38,38,Cargo Hold / Cabin / Cockpit Fires
12/10/2006,200,USA,3,3,Weather
01/01/2007,1407,Indonesia,102,102,Sin Dato
01/09/2007,-1,Iraq,35,34,Weather
01/20/2007,-1,Iraq,12,12,Cargo Hold / Cabin / Cockpit Fires
01/25/2007,1115,France,54,0,Engine Failures
03/07/2007,714,Indonesia,140,22,Cargo Hold / Cabin / Cockpit Fires
03/08/2007,1500,USA,7,4,Engine Failures
03/11/2007,2320,USA,5,1,Sin Dato
03/14/2007,-1,Brazil,4,4,Engine Failures
03/17/2007,1140,Russia,57,6,Weather
03/23/2007,1700,Somalia,11,11,Sin Dato
04/25/2007,1405,Guyana,5,3,Sin Dato
04/27/2007,1134,Chechnya,18,18,Shot Down
05/05/2007,8,Cameroon,114,114,Weather
05/06/2007,910,Egypt,9,9,Sin Dato
05/17/2007,1100,Congo,3,3,Cargo Hold / Cabin / Cockpit Fires
05/24/2007,1745,Peru,20,13,Sin Dato
06/03/2007,2030,Leone,22,21,Cargo Hold / Cabin / Cockpit Fires
06/04/2007,1604,USA,6,6,Sin Dato
06/13/2007,-1,Mongolia,22,15,Cargo Hold / Cabin / Cockpit Fires
06/21/2007,-1,Congo,25,1,Sin Dato
06/25/2007,1040,Cambodia,22,22,Sin Dato
06/28/2007,1340,Angola,78,5,Sin Dato
07/05/2007,930,Mexico,3,3,Sin Dato
07/08/2007,1300,Canada,5,1,Engine Failures
07/17/2007,1852,Brazil,187,187,Cargo Hold / Cabin / Cockpit Fires
07/23/2007,1300,Ethiopia,9,1,Engine Failures
07/24/2007,1405,USA,5,5,Engine Failures
07/29/2007,417,Russia,9,9,Sin Dato
08/09/2007,1200,Polynesia,20,20,Sin Dato
08/16/2007,2316,USA,10,6,Engine Failures
08/20/2007,1033,Japan,165,0,Fuel Starvation
08/22/2007,36,Brazil,2,2,Sin Dato
08/22/2007,-1,Iraq,14,14,Sin Dato
08/26/2007,1600,Congo,15,14,Cargo Hold / Cabin / Cockpit Fires
09/07/2007,-1,Congo,8,8,Cargo Hold / Cabin / Cockpit Fires
09/16/2007,1535,Thailand,130,90,Cargo Hold / Cabin / Cockpit Fires
09/24/2007,1300,Congo,6,1,Sin Dato
10/04/2007,1040,Congo,22,21,Cargo Hold / Cabin / Cockpit Fires
10/08/2007,1530,Colombia,17,17,Sin Dato
11/08/2007,800,Sudan,4,0,Engine Failures
11/30/2007,136,Turkey,57,57,Pilot Incapacitation
12/03/2007,1718,USA,4,4,Sin Dato
12/05/2007,648,USA,2,2,Pilot Incapacitation
01/04/2008,948,Venezuela,18,18,Engine Failures
01/12/2008,-1,Macedonia,11,11,Weather
01/17/2008,1243,UK,152,0,Fuel Starvation
01/23/2008,1900,Poland,20,20,Sin Dato
01/26/2008,935,Indonesia,3,3,Sin Dato
02/21/2008,1700,Venezuela,46,46,Sin Dato
02/26/2008,1616,Argentina,20,5,Sin Dato
03/03/2008,1600,Nepal,10,10,Cargo Hold / Cabin / Cockpit Fires
04/03/2008,1100,Suriname,19,19,Sin Dato
04/09/2008,2327,Australia,1,1,Sin Dato
04/11/2008,2215,Moldova,8,8,Cargo Hold / Cabin / Cockpit Fires
04/15/2008,1430,Congo,85,0,Sin Dato
04/16/2008,1423,Guinea,13,13,Sin Dato
04/28/2008,938,Sea,20,20,Sin Dato
05/17/2008,1630,USA,5,2,Pilot Incapacitation
05/24/2008,930,USA,6,4,Weather
05/26/2008,1815,Russia,9,9,Cargo Hold / Cabin / Cockpit Fires
05/29/2008,1413,Panama,12,11,Sin Dato
05/30/2008,940,Honduras,136,3,Weather
06/08/2008,745,USA,4,4,Pilot Incapacitation
06/10/2008,2045,Sudan,214,32,Cargo Hold / Cabin / Cockpit Fires
06/18/2008,1003,USA,1,1,Pilot Incapacitation
06/20/2008,-1,Thailand,10,10,Sin Dato
06/26/2008,1503,Indonesia,18,18,Sin Dato
06/27/2008,705,Sudan,8,7,Weather
06/29/2008,1548,USA,7,6,Sin Dato
06/30/2008,700,Sudan,4,4,Cargo Hold / Cabin / Cockpit Fires
07/06/2008,215,Mexico,2,1,Engine Failures
07/07/2008,350,Colombia,8,0,Cargo Hold / Cabin / Cockpit Fires
07/31/2008,953,USA,8,8,Sin Dato
08/03/2008,700,Canada,7,5,Cargo Hold / Cabin / Cockpit Fires
08/05/2008,1930,USA,13,9,Cargo Hold / Cabin / Cockpit Fires
08/06/2008,1140,Thailand,10,10,Engine Failures
08/13/2008,730,Somalia,3,3,Sin Dato
08/20/2008,1445,Spain,172,154,Sin Dato
08/24/2008,2030,Kyrgyzstan,90,68,Engine Failures
08/30/2008,2150,Ecuador,3,3,Sin Dato
09/01/2008,1210,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
09/03/2008,2020,Emirates,7,7,Sin Dato
09/14/2008,315,Russia,88,88,Pilot Incapacitation
09/19/2008,2353,USA,6,4,Sin Dato
09/27/2008,357,USA,5,4,Weather
10/08/2008,731,Nepal,19,18,Weather
10/15/2008,2358,USA,4,4,Cargo Hold / Cabin / Cockpit Fires
11/13/2008,1135,Iraq,7,7,Sin Dato
11/16/2008,1032,Canada,8,7,Cargo Hold / Cabin / Cockpit Fires
11/27/2008,1700,France,7,7,Cargo Hold / Cabin / Cockpit Fires
12/03/2008,1213,Rico,3,3,Weather
12/11/2008,625,USA,3,3,Sin Dato
12/15/2008,1640,Islands,12,12,Sin Dato
12/20/2008,1818,USA,115,0,Cargo Hold / Cabin / Cockpit Fires
01/01/2009,437,USA,2,2,Engine Failures
01/04/2009,1530,USA,9,8,Fuel Starvation
01/15/2009,-1,Afghanistan,13,13,Shot Down
01/15/2009,1506,USA,155,0,Bird Strikes
02/07/2009,1400,Brazil,28,24,Engine Failures
02/12/2009,2217,USA,49,49,Engine Failures
02/15/2009,1915,Chile,13,13,Weather
02/20/2009,410,Egypt,5,5,Cargo Hold / Cabin / Cockpit Fires
02/25/2009,1031,Netherlands,134,9,Fuel Starvation
03/09/2009,540,Uganda,11,11,Engine Failures
03/12/2009,948,Newfoundland,18,17,Sin Dato
03/22/2009,1428,USA,14,14,Fuel Starvation
03/23/2009,648,Japan,2,2,Cargo Hold / Cabin / Cockpit Fires
04/01/2009,1400,Scotland,16,16,Sin Dato
04/06/2009,1230,Indonesia,24,24,Cargo Hold / Cabin / Cockpit Fires
04/09/2009,700,Indonesia,6,6,Sin Dato
04/29/2009,600,Congo,7,7,Sin Dato
05/03/2009,1200,Venezuela,18,18,Sin Dato
05/20/2009,630,Indonesia,112,112,Cargo Hold / Cabin / Cockpit Fires
05/26/2009,-1,Congo,4,4,Sin Dato
06/01/2009,15,Brazil,228,228,Weather
06/07/2009,830,Canada,1,1,Weather
06/08/2009,-1,India,13,13,Sin Dato
06/29/2009,1601,Indonesia,3,3,Sin Dato
06/30/2009,151,Comoros,153,152,Sin Dato
07/03/2009,-1,Pakistan,26,26,Sin Dato
07/15/2009,1133,Iran,168,168,Fuel Starvation
07/19/2009,1150,Afghanistan,21,16,Sin Dato
07/24/2009,1820,Iran,153,16,Sin Dato
08/02/2009,1025,Indonesia,16,16,Sin Dato
08/04/2009,1430,Thailand,72,1,Sin Dato
08/08/2009,1200,USA,9,9,Sin Dato
08/11/2009,1114,Guinea,13,13,Weather
08/26/2009,500,Congo,7,7,Cargo Hold / Cabin / Cockpit Fires
09/08/2009,1030,Kazakistan,13,10,Sin Dato
09/24/2009,800,Africa,3,1,Engine Failures
09/25/2009,2330,USA,3,3,Sin Dato
10/17/2009,1238,Philippines,4,4,Cargo Hold / Cabin / Cockpit Fires
10/21/2009,1531,Emirates,6,6,Sin Dato
10/22/2009,1045,Antilles,10,1,Engine Failures
11/01/2009,2119,Russia,11,11,Sin Dato
11/01/2009,849,Russia,11,11,Sin Dato
11/12/2009,1330,Rwanda,15,1,Sin Dato
11/14/2009,200,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
11/28/2009,816,China,7,3,Cargo Hold / Cabin / Cockpit Fires
11/29/2009,1610,Canada,8,6,Sin Dato
01/22/2010,10,USA,2,2,Sin Dato
01/25/2010,235,Lebanon,90,90,Weather
01/25/2010,1430,Brazil,10,2,Sin Dato
01/28/2010,1130,Philippines,8,8,Cargo Hold / Cabin / Cockpit Fires
02/14/2010,-1,Yemen,11,11,Sin Dato
04/10/2010,1041,Russia,96,96,Weather
04/10/2010,327,Russia,18,10,Sin Dato
04/13/2010,2315,Mexico,5,5,Cargo Hold / Cabin / Cockpit Fires
04/21/2010,2110,Philippines,6,3,Cargo Hold / Cabin / Cockpit Fires
05/12/2010,610,Libya,104,103,Sin Dato
05/15/2010,1510,Suriname,8,8,Sin Dato
05/17/2010,930,Afghanistan,44,44,Sin Dato
05/22/2010,610,India,166,159,Cargo Hold / Cabin / Cockpit Fires
06/19/2010,1000,Cameroon,11,11,Sin Dato
06/23/2010,559,Canada,7,7,Engine Failures
07/05/2010,1740,Romania,14,12,Sin Dato
07/28/2010,945,Pakistan,152,152,Sin Dato
07/28/2010,1822,USA,4,4,Engine Failures
08/01/2010,1515,USA,3,3,Pilot Incapacitation
08/03/2010,119,Russia,15,12,Sin Dato
08/09/2010,1445,USA,9,5,Weather
08/16/2010,149,Colombia,131,2,Weather
08/21/2010,1412,USA,4,4,Sin Dato
08/24/2010,730,Nepal,14,14,Sin Dato
08/24/2010,2210,China,96,44,Cargo Hold / Cabin / Cockpit Fires
08/25/2010,1300,Republic,20,19,Sin Dato
08/27/2010,-1,Venezuela,10,10,Sin Dato
09/03/2010,1939,Emirates,2,2,Cargo Hold / Cabin / Cockpit Fires
09/04/2010,115,Airstrip,9,9,Cargo Hold / Cabin / Cockpit Fires
09/13/2010,1032,Venezuela,51,17,Cargo Hold / Cabin / Cockpit Fires
09/21/2010,-1,Afghanistan,13,10,Cargo Hold / Cabin / Cockpit Fires
10/06/2010,-1,Tajikistan,28,28,Sin Dato
10/12/2010,1950,Afghanistan,8,8,Sin Dato
10/21/2010,-1,Congo,2,2,Engine Failures
11/04/2010,1745,Cuba,68,68,Sin Dato
11/05/2010,710,Pakistan,21,21,Engine Failures
11/25/2010,1207,Russia,10,7,Cargo Hold / Cabin / Cockpit Fires
11/28/2010,153,Pakistan,8,8,Cargo Hold / Cabin / Cockpit Fires
12/04/2010,1449,Russia,169,2,Fuel Starvation
12/15/2010,1530,Nepal,22,22,Sin Dato
01/01/2011,1525,Russia,124,3,Cargo Hold / Cabin / Cockpit Fires
01/09/2011,1945,Iran,105,77,Sin Dato
02/08/2011,1640,Africa,9,9,Weather
02/10/2011,945,Ireland,12,6,Weather
02/14/2011,802,Honduras,14,14,Weather
03/21/2011,1530,Congo,9,9,Sin Dato
04/04/2011,1330,Congo,33,32,Weather
04/19/2011,1357,India,23,18,Sin Dato
04/21/2011,1452,Brazil,7,7,Sin Dato
05/07/2011,1400,Indonesia,27,27,Sin Dato
05/18/2011,2053,Argentina,22,22,Sin Dato
06/20/2011,2340,Russia,52,47,Weather
07/06/2011,2300,Afghanistan,9,9,Cargo Hold / Cabin / Cockpit Fires
07/08/2011,1500,Congo,115,77,Weather
07/11/2011,1155,Russia,37,7,Cargo Hold / Cabin / Cockpit Fires
07/13/2011,1153,Brazil,16,16,Cargo Hold / Cabin / Cockpit Fires
07/26/2011,900,Morocco,80,80,Sin Dato
07/28/2011,412,Korean,2,2,Cargo Hold / Cabin / Cockpit Fires
08/06/2011,-1,Afghanistan,38,38,Shot Down
08/09/2011,1434,Russia,11,11,Cargo Hold / Cabin / Cockpit Fires
08/20/2011,1250,Canada,15,12,Sin Dato
08/26/2011,1900,USA,4,4,Fuel Starvation
09/02/2011,1748,Chile,21,21,Sin Dato
09/06/2011,1850,Bolivia,9,8,Sin Dato
09/07/2011,1550,Russia,45,44,Pilot Incapacitation
09/14/2011,1200,Angola,36,30,Cargo Hold / Cabin / Cockpit Fires
09/16/2011,1625,USA,1,1,Sin Dato
09/22/2011,1315,Canada,9,2,Sin Dato
09/25/2011,731,Nepal,19,19,Sin Dato
09/29/2011,738,Indonesia,18,18,Sin Dato
10/13/2011,1700,Guinea,32,28,Engine Failures
10/27/2011,412,Canada,9,1,Sin Dato
11/10/2011,1214,USA,5,5,Pilot Incapacitation
11/11/2011,855,Mexico,8,8,Sin Dato
12/07/2011,1645,USA,5,5,Engine Failures
12/26/2011,554,USA,3,3,Sin Dato
01/30/2012,845,Congo,5,3,Sin Dato
03/15/2012,715,Rico,2,2,Engine Failures
03/16/2012,1045,Afghanistan,12,12,Sin Dato
04/02/2012,744,Russia,43,33,Sin Dato
04/20/2012,1840,Pakistan,127,127,Cargo Hold / Cabin / Cockpit Fires
04/30/2012,1630,Colombia,13,13,Cargo Hold / Cabin / Cockpit Fires
05/09/2012,1530,Indonesia,45,45,Pilot Incapacitation
05/14/2012,915,Nepal,21,15,Sin Dato
06/02/2012,1530,Ghana,4,0,Sin Dato
06/03/2012,1645,Nigeria,153,153,Fuel Starvation
06/06/2012,-1,Peru,14,14,Sin Dato
06/11/2012,-1,Russia,13,13,Sin Dato
06/21/2012,1445,Indonesia,7,7,Sin Dato
08/18/2012,1625,Philippines,4,3,Fuel Starvation
08/19/2012,800,Sudan,32,32,Weather
09/12/2012,1228,Russia,14,10,Weather
09/28/2012,615,Nepal,19,19,Cargo Hold / Cabin / Cockpit Fires
10/07/2012,1200,Sudan,22,15,Engine Failures
10/07/2012,1616,Antigua,4,3,Weather
11/21/2012,-1,Yemen,10,10,Engine Failures
11/30/2012,1750,Congo,7,7,Weather
12/05/2012,945,Africa,11,11,Sin Dato
12/09/2012,330,Mexico,7,7,Sin Dato
12/25/2012,1855,Kazakhstan,27,27,Sin Dato
12/25/2012,850,Myanmar,71,1,Weather
12/29/2012,1633,Russia,8,5,Sin Dato
01/02/2013,2057,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
01/04/2013,1140,Venezuela,6,6,Design Flaws
01/29/2013,1313,Kazakhstan,21,21,Weather
02/13/2013,1809,Ukraine,45,5,Pilot Incapacitation
03/04/2013,1755,Congo,10,7,Sin Dato
03/08/2013,815,USA,2,2,Air Traffic Control Errors
04/13/2013,1535,Indonesia,108,0,Sin Dato
04/29/2013,1525,Afghanistan,7,7,Cargo Hold / Cabin / Cockpit Fires
05/31/2013,1211,Ontario,4,4,Sin Dato
06/25/2013,-1,India,20,20,Sin Dato
07/06/2013,1138,USA,307,3,Cargo Hold / Cabin / Cockpit Fires
07/07/2013,1120,Alaksa,10,10,Engine Failures
08/09/2013,800,Somalia,6,4,Cargo Hold / Cabin / Cockpit Fires
08/14/2013,449,USA,2,2,Cargo Hold / Cabin / Cockpit Fires
10/03/2013,932,Nigeria,20,16,Cargo Hold / Cabin / Cockpit Fires
10/10/2013,1450,Malaysia,16,2,Sin Dato
10/16/2013,1610,Laos,49,49,Sin Dato
11/03/2013,1600,Bolivia,18,8,Cargo Hold / Cabin / Cockpit Fires
11/09/2013,1030,Borneo,21,13,Cargo Hold / Cabin / Cockpit Fires
11/10/2013,1834,Canada,7,5,Cargo Hold / Cabin / Cockpit Fires
11/17/2013,1920,Russia,50,50,Cargo Hold / Cabin / Cockpit Fires
11/29/2013,2025,Scotland,3,3,Sin Dato
11/29/2013,1330,Nambia,33,33,Weather
12/05/2013,-1,Brazil,5,5,Unknown
12/26/2013,2139,Russia,9,9,Sin Dato
01/20/2014,1634,Romania,7,2,Engine Failures
02/11/2014,1159,Algeria,77,76,Weather
02/16/2014,1315,Nepal,18,18,Cargo Hold / Cabin / Cockpit Fires
02/21/2014,145,Tunisia,11,11,Cargo Hold / Cabin / Cockpit Fires
03/08/2014,241,Ocean,239,239,Unknown
03/18/2014,752,USA,2,2,Cargo Hold / Cabin / Cockpit Fires
04/19/2014,1945,Mexico,8,8,Weather
04/20/2014,1530,Finland,8,8,Cargo Hold / Cabin / Cockpit Fires
05/08/2014,1245,Colombia,6,6,Sin Dato
05/17/2014,800,Laos,17,16,Unknown
06/14/2014,50,Ukraine,49,49,Cargo Hold / Cabin / Cockpit Fires
07/02/2014,-1,Kenya,4,4,Sin Dato
07/07/2014,750,Vietnam,19,18,Sin Dato
07/17/2014,1619,Ukraine,298,298,Sabotage / Hijacking
07/23/2014,1906,Taiwan,58,48,Pilot Incapacitation
07/24/2014,147,Mali,116,116,Engine Failures
08/10/2014,918,Iran,48,39,Cargo Hold / Cabin / Cockpit Fires
08/30/2014,244,Algeria,7,7,Sin Dato
08/31/2014,1945,Tanzania,3,3,Sin Dato
09/20/2014,935,Guinea,9,4,Sin Dato
10/04/2014,156,USA,4,2,Sin Dato
12/28/2014,300,Congo,6,6,Sin Dato
12/28/2014,618,Sea,162,162,Engine Failures
01/18/2015,-1,Syria,37,37,Weather
02/04/2015,1055,Taiwan,58,43,Pilot Incapacitation
03/09/2015,-1,Argentina,10,10,Sin Dato
03/24/2015,1053,France,150,150,Sin Dato
06/25/2015,1343,USA,9,9,Sin Dato
06/30/2015,1148,Indonesia,122,122,Engine Failures
07/31/2015,-1,Colombia,11,11,Engine Failures
08/12/2015,845,Indonesia,6,1,Sin Dato
08/16/2015,1455,Papua,54,54,Sin Dato
09/05/2015,1908,Senegal,7,7,Engine Failures
09/15/2015,624,USA,7,3,Sin Dato
10/02/2015,19,Afghanistan,11,11,Sin Dato
10/02/2015,1429,Indonesia,10,10,Sin Dato
10/31/2015,830,Indonesia,4,4,Sin Dato
10/31/2015,613,Egypt,224,224,Sin Dato
11/04/2015,900,Sudan,43,41,Sin Dato
11/21/2015,1155,Zealand,7,7,Sin Dato
11/24/2015,1015,Russia,26,15,Sin Dato
01/08/2016,20,Sweden,2,2,Sin Dato
02/02/2016,-1,Somalia,72,1,Sin Dato
02/24/2016,815,Nepal,23,23,Weather
02/26/2016,-1,Nepal,11,2,Sin Dato
03/09/2016,905,Bangladesh,4,3,Engine Failures
03/15/2016,1430,Ecuador,22,22,Sin Dato
03/19/2016,341,Russia,62,62,Sin Dato
03/29/2016,1140,Canada,7,7,Sin Dato
04/04/2016,1530,USA,5,5,Sin Dato
04/13/2016,1420,Guinea,12,12,Weather
04/29/2016,1150,Norway,13,13,Sin Dato
05/19/2016,249,Coast,66,66,Cargo Hold / Cabin / Cockpit Fires
07/22/2016,-1,Ocean,29,29,Cargo Hold / Cabin / Cockpit Fires
07/30/2016,742,USA,16,16,Sin Dato
08/05/2016,1238,Emirates,300,0,Cargo Hold / Cabin / Cockpit Fires
08/31/2016,1100,Alaksa,5,5,Sin Dato
10/24/2016,720,Airport,5,5,Sin Dato
11/28/2016,2200,Colombia,77,71,Fuel Starvation
12/03/2016,1122,Indonesia,13,13,Sin Dato
12/07/2016,1620,Pakistan,48,48,Engine Failures
12/18/2016,610,Indonesia,13,13,Sin Dato
12/20/2016,1723,Colombia,6,5,Engine Failures
12/25/2016,527,Russia,92,92,Sin Dato
01/16/2017,719,Kyrgyzstan,4,4,Weather
02/21/2017,900,Australia,5,5,Cargo Hold / Cabin / Cockpit Fires
03/10/2017,1120,Turkey,7,7,Sin Dato
03/27/2017,815,Zimbabwe,6,6,Sin Dato
05/05/2017,653,USA,2,2,Sin Dato
05/27/2017,1402,Nepal,3,2,Engine Failures
06/07/2017,1335,Myanmar,122,122,Air Traffic Control Errors
06/28/2017,1015,Australia,3,3,Weather
07/10/2017,1600,Mississipi,16,16,Sin Dato
09/30/2017,730,Congo,12,12,Cargo Hold / Cabin / Cockpit Fires
10/12/2017,1715,Angola,7,7,Cargo Hold / Cabin / Cockpit Fires
10/14/2017,830,Coast,10,4,Weather
11/15/2017,800,Tanzania,11,11,Engine Failures
12/13/2017,1815,Saskatchewan,25,1,Sin Dato
12/31/2017,1216,Rica,12,12,Sin Dato
