date,time,location,all_aboard,total_fatalities,cause
04/23/1995,1240,Nigeria,9,1,Sin Dato
04/29/1995,-1,Lanka,52,52,Shot Down
05/01/1995,1328,Canada,8,8,Sin Dato
05/03/1995,45,Ecuador,7,7,Sin Dato
05/09/1995,1635,Colombia,9,9,Sin Dato
05/13/1995,-1,USA,6,6,Cargo Hold / Cabin / Cockpit Fires
05/24/1995,1651,UK,12,12,Sin Dato
05/25/1995,1500,Colombia,11,2,Sin Dato
05/29/1995,-1,Senegal,10,6,Engine Failures
06/09/1995,922,Zealand,21,5,Sin Dato
06/16/1995,-1,Russia,12,12,Sin Dato
06/16/1995,1415,Russia,14,13,Sin Dato
06/17/1995,-1,Angola,48,48,Sin Dato
06/24/1995,1605,Nigeria,80,16,Sin Dato
06/27/1995,950,Republic,2,2,Sin Dato
07/01/1995,-1,Guinea,3,3,Engine Failures
07/12/1995,800,Guinea,15,15,Cargo Hold / Cabin / Cockpit Fires
07/17/1995,-1,Indonesia,18,1,Sin Dato
07/18/1995,-1,Madagascar,34,34,Engine Failures
07/25/1995,-1,Guinea,2,2,Engine Failures
08/02/1995,-1,Africa,3,3,Sin Dato
08/09/1995,-1,Indonesia,10,10,Sin Dato
08/09/1995,2014,Salvador,65,65,Weather
08/14/1995,-1,Colombia,10,10,Sin Dato
08/21/1995,1253,USA,29,10,Cargo Hold / Cabin / Cockpit Fires
09/01/1995,1200,USA,1,1,Sin Dato
09/02/1995,838,USA,8,8,Engine Failures
09/02/1995,-1,Canada,7,7,Engine Failures
09/09/1995,715,Colombia,22,21,Weather
09/11/1995,-1,Afghanistan,51,3,Fuel Starvation
09/12/1995,720,Lanka,81,81,Sin Dato
09/15/1995,1222,Malaysia,53,34,Sin Dato
09/21/1995,1230,Mongolia,43,42,Sin Dato
09/22/1995,745,USA,24,24,Cargo Hold / Cabin / Cockpit Fires
09/24/1995,-1,Russia,15,15,Sin Dato
09/27/1995,1910,Canada,10,8,Weather
10/03/1995,800,Indonesia,14,1,Engine Failures
10/04/1995,-1,Kirghizia,15,15,Sin Dato
11/09/1995,2100,Argentina,53,53,Weather
11/13/1995,855,Nigeria,137,9,Cargo Hold / Cabin / Cockpit Fires
11/22/1995,1900,Lanka,63,63,Shot Down
11/29/1995,1015,Malaysia,10,10,Weather
11/30/1995,1910,Azerbaijan,6,2,Sin Dato
12/03/1995,2244,Cameroon,78,72,Engine Failures
12/05/1995,1755,Russia,82,54,Engine Failures
12/07/1995,520,Russia,98,98,Fuel Starvation
12/13/1995,1900,Italy,49,49,Cargo Hold / Cabin / Cockpit Fires
12/18/1995,-1,Angola,144,141,Engine Failures
12/20/1995,2138,Colombia,164,160,Sin Dato
12/22/1995,-1,Guinea,12,2,Sin Dato
01/08/1996,-1,Barbados,10,1,Engine Failures
01/08/1996,1243,Zaire,6,2,Sin Dato
01/18/1996,2020,Nigeria,14,14,Shot Down
01/22/1996,1200,Lanka,39,39,Shot Down
02/04/1996,1412,Paraguay,4,4,Engine Failures
02/05/1996,950,USA,4,4,Sin Dato
02/06/1996,2347,Republic,189,189,Engine Failures
02/11/1996,-1,Afghanistan,20,20,Shot Down
02/12/1996,1201,Hati,15,11,Sin Dato
02/26/1996,1900,Sudan,91,91,Cargo Hold / Cabin / Cockpit Fires
02/27/1996,540,Angola,8,8,Weather
02/29/1996,2025,Peru,123,123,Sin Dato
03/09/1996,-1,Peru,23,23,Weather
03/12/1996,-1,Turkmenistan,12,12,Sin Dato
04/03/1996,1452,Croatia,35,35,Sabotage / Hijacking
04/05/1996,1444,Russia,20,20,Sin Dato
04/05/1996,-1,Taiwan,17,6,Weather
04/11/1996,824,USA,3,3,Weather
05/03/1996,2200,Sudan,53,53,Weather
05/09/1996,-1,Canada,2,2,Sin Dato
05/10/1996,-1,Mexico,19,16,Weather
05/11/1996,1415,USA,110,110,Cargo Hold / Cabin / Cockpit Fires
05/11/1996,1315,Guinea,10,1,Sin Dato
05/19/1996,2336,Kingdom,3,3,Sin Dato
06/06/1996,-1,Congo,10,10,Sin Dato
06/09/1996,1455,Iran,7,7,Sin Dato
06/12/1996,1900,Australia,28,18,Sin Dato
06/13/1996,1207,Japan,275,3,Pilot Incapacitation
06/21/1996,1704,China,12,2,Sin Dato
07/06/1996,1542,USA,142,2,Engine Failures
07/09/1996,1630,Guinea,20,20,Weather
07/11/1996,900,India,9,9,Weather
07/15/1996,1800,Netherlands,41,34,Cargo Hold / Cabin / Cockpit Fires
07/17/1996,1635,Mexico,18,1,Sin Dato
07/17/1996,2031,USA,230,230,Fuel Starvation
07/20/1996,1515,USA,4,4,Cargo Hold / Cabin / Cockpit Fires
07/24/1996,-1,Manmar,49,8,Sin Dato
08/12/1996,1347,Canada,2,2,Unknown
08/14/1996,-1,Canada,3,1,Cargo Hold / Cabin / Cockpit Fires
08/17/1996,2348,USA,9,9,Sin Dato
08/18/1996,1950,Canada,3,3,Weather
08/19/1996,316,Yugosalvia,12,12,Fuel Starvation
08/29/1996,1022,Norway,141,141,Sin Dato
09/25/1996,1637,Netherlands,32,32,Engine Failures
10/02/1996,116,Peru,70,70,Sin Dato
10/03/1996,-1,Congo,21,6,Sin Dato
10/06/1996,-1,Angola,19,6,Sin Dato
10/08/1996,1050,Italy,23,2,Engine Failures
10/22/1996,2241,Ecuador,4,4,Cargo Hold / Cabin / Cockpit Fires
10/26/1996,2045,Russia,34,5,Weather
10/31/1996,827,Brazil,95,95,Engine Failures
11/01/1996,810,Guatemala,16,16,Sin Dato
11/07/1996,1700,Nigeria,143,143,Sin Dato
11/07/1996,929,France,8,8,Cargo Hold / Cabin / Cockpit Fires
11/12/1996,1840,India,349,349,Sin Dato
11/14/1996,1302,Russia,15,14,Engine Failures
11/19/1996,1701,USA,14,14,Cargo Hold / Cabin / Cockpit Fires
11/22/1996,1930,USA,11,10,Engine Failures
11/23/1996,1515,Comoros,175,127,Fuel Starvation
11/27/1996,1154,Russia,23,23,Sin Dato
11/30/1996,1033,Colombia,15,14,Engine Failures
12/07/1996,1523,Indonesia,17,16,Cargo Hold / Cabin / Cockpit Fires
12/09/1996,1803,USA,2,2,Cargo Hold / Cabin / Cockpit Fires
12/17/1996,-1,Russia,18,18,Sin Dato
12/21/1996,2232,Colombia,4,4,Sin Dato
12/22/1996,1810,USA,6,6,Engine Failures
12/24/1996,1005,Hampshire,2,2,Sin Dato
12/24/1996,1500,India,22,22,Cargo Hold / Cabin / Cockpit Fires
01/07/1997,1100,Samoa,5,3,Sin Dato
01/09/1997,1554,USA,29,29,Weather
01/29/1997,2310,USA,2,1,Weather
01/31/1997,-1,Nigeria,16,5,Sin Dato
02/01/1997,1438,Senegal,52,25,Fuel Starvation
02/02/1997,1730,Angola,37,37,Sin Dato
02/04/1997,1900,Israel,73,73,Sin Dato
02/14/1997,1234,Brazil,52,1,Sin Dato
02/19/1997,306,Guatemala,5,5,Sin Dato
03/12/1997,-1,Angola,16,16,Weather
03/13/1997,1806,Iran,88,88,Engine Failures
03/18/1997,1004,Russia,50,50,Cargo Hold / Cabin / Cockpit Fires
04/01/1997,-1,Honduras,10,3,Cargo Hold / Cabin / Cockpit Fires
04/04/1997,16,USA,2,2,Engine Failures
04/10/1997,2030,USA,5,5,Sin Dato
04/14/1997,-1,Congo,7,3,Cargo Hold / Cabin / Cockpit Fires
04/15/1997,-1,Azerbaijan,6,6,Cargo Hold / Cabin / Cockpit Fires
04/16/1997,-1,Niger,14,14,Cargo Hold / Cabin / Cockpit Fires
04/19/1997,739,Indonesia,53,15,Engine Failures
04/23/1997,1800,Afghanistan,36,36,Sin Dato
05/08/1997,2128,China,74,35,Weather
06/06/1997,735,Congo,27,27,Cargo Hold / Cabin / Cockpit Fires
06/10/1997,-1,Mongolia,12,7,Sin Dato
07/03/1997,349,India,2,2,Sin Dato
07/06/1997,-1,Colombia,29,25,Shot Down
07/09/1997,930,Brazil,60,1,Sin Dato
07/11/1997,2155,Cuba,44,44,Engine Failures
07/17/1997,1156,Indonesia,50,30,Cargo Hold / Cabin / Cockpit Fires
07/18/1997,1032,Guinea,4,2,Sin Dato
07/29/1997,-1,Nigeria,55,1,Sin Dato
07/30/1997,1030,Italy,17,1,Sin Dato
08/06/1997,142,Guam,254,228,Engine Failures
08/07/1997,1236,USA,4,4,Engine Failures
08/10/1997,815,Taiwan,16,16,Cargo Hold / Cabin / Cockpit Fires
08/29/1997,-1,Venezuela,12,12,Sin Dato
09/03/1997,1400,Cambodia,66,65,Pilot Incapacitation
09/06/1997,1944,Malaysia,10,10,Sin Dato
09/12/1997,-1,Zaire,22,22,Sin Dato
09/13/1997,1710,Africa,33,33,Sin Dato
09/26/1997,1334,Indonesia,234,234,Weather
10/08/1997,723,USA,9,9,Pilot Incapacitation
10/10/1997,2223,Uruguay,74,74,Sin Dato
10/10/1997,-1,Taiwan,5,5,Sin Dato
10/12/1997,1728,USA,1,1,Fuel Starvation
10/29/1997,-1,Afghanistan,26,2,Sin Dato
11/08/1997,808,USA,8,8,Fuel Starvation
12/05/1997,1446,Russia,23,23,Design Flaws
12/09/1997,1526,Canada,17,4,Engine Failures
12/13/1997,1705,Bolivia,19,10,Engine Failures
12/15/1997,1835,Emirates,86,85,Weather
12/17/1997,1913,Greece,70,70,Sin Dato
12/19/1997,1613,Indonesia,104,104,Sin Dato
12/20/1997,-1,Greece,5,5,Sin Dato
12/27/1997,-1,Angola,5,5,Shot Down
12/28/1997,2310,Ocean,393,1,Weather
12/31/1997,745,Panama,10,10,Weather
01/13/1998,1830,Republic,2,2,Weather
01/13/1998,2230,Pakistan,51,51,Fuel Starvation
01/27/1998,1145,Myanmar,45,16,Cargo Hold / Cabin / Cockpit Fires
02/02/1998,1100,Philippines,104,104,Pilot Incapacitation
02/03/1998,1515,Italy,2,0,Sin Dato
02/04/1998,2217,Portugal,7,7,Engine Failures
02/05/1998,1210,Spain,5,5,Sin Dato
02/12/1998,830,Sudan,57,27,Weather
02/16/1998,2009,Taiwan,196,196,Pilot Incapacitation
03/10/1998,1635,Kenya,6,6,Sin Dato
03/18/1998,1931,Taiwan,13,13,Weather
03/19/1998,1400,Afghanistan,45,45,Weather
03/22/1998,1942,Philippines,127,0,Engine Failures
03/28/1998,935,Peru,55,22,Engine Failures
03/31/1998,-1,Mexico,4,2,Cargo Hold / Cabin / Cockpit Fires
04/20/1998,1647,Colombia,53,53,Weather
05/05/1998,2130,Peru,88,75,Weather
05/12/1998,1930,Mauritania,42,39,Weather
05/25/1998,1020,Laos,26,26,Weather
05/25/1998,32,USA,5,5,Pilot Incapacitation
05/26/1998,930,Mongolia,28,28,Design Flaws
06/18/1998,728,Canada,11,11,Cargo Hold / Cabin / Cockpit Fires
06/25/1998,932,USA,6,6,Weather
07/13/1998,2315,Emirates,8,8,Sin Dato
07/16/1998,2141,Argentina,3,3,Sin Dato
07/17/1998,415,Eritrea,10,10,Sin Dato
07/23/1998,-1,Mexico,4,4,Sin Dato
07/27/1998,-1,UK,18,4,Sin Dato
07/28/1998,-1,Spain,2,2,Engine Failures
07/29/1998,1600,Brazil,24,5,Engine Failures
07/30/1998,1558,France,15,15,Sin Dato
07/30/1998,1105,India,6,6,Engine Failures
08/04/1998,1758,Canada,5,5,Sin Dato
08/11/1998,-1,Angola,13,1,Sin Dato
08/19/1998,1640,Zealand,10,5,Fuel Starvation
08/21/1998,1130,Nepal,18,18,Sin Dato
08/24/1998,1646,Africa,2,1,Cargo Hold / Cabin / Cockpit Fires
08/24/1998,835,Myanmar,44,44,Sin Dato
08/29/1998,1303,Ecuador,91,70,Cargo Hold / Cabin / Cockpit Fires
09/02/1998,2130,Canada,229,229,Cargo Hold / Cabin / Cockpit Fires
09/02/1998,-1,Angola,24,24,Sabotage / Hijacking
09/09/1998,1045,USA,5,5,Pilot Incapacitation
09/10/1998,-1,Pakistan,5,5,Cargo Hold / Cabin / Cockpit Fires
09/25/1998,900,Morroco,38,38,Sin Dato
09/28/1998,1330,Verde,22,1,Weather
09/29/1998,1350,Lanka,55,55,Shot Down
10/02/1998,945,Venezuela,27,1,Sin Dato
10/10/1998,-1,Congo,41,41,Cargo Hold / Cabin / Cockpit Fires
10/21/1998,1351,Armenia,37,0,Sin Dato
10/25/1998,-1,Uganda,11,4,Sin Dato
11/01/1998,1314,Guatemala,18,11,Weather
11/11/1998,1122,Russia,13,13,Weather
11/21/1998,1743,USA,1,1,Pilot Incapacitation
12/07/1998,113,Canada,10,7,Sin Dato
12/11/1998,1910,Thailand,146,102,Pilot Incapacitation
12/14/1998,-1,Angola,11,11,Shot Down
12/17/1998,-1,Angola,10,1,Sin Dato
12/22/1998,15,Colombia,5,5,Weather
12/26/1998,1200,Angola,14,14,Sin Dato
01/02/1999,-1,Angola,9,9,Shot Down
01/12/1999,1700,UK,2,2,Engine Failures
01/13/1999,-1,Germany,4,4,Fuel Starvation
01/13/1999,633,Canada,2,2,Sin Dato
01/16/1999,1430,Australia,4,3,Engine Failures
01/21/1999,810,Nicaragua,28,28,Sin Dato
02/02/1999,508,Angola,14,14,Engine Failures
02/03/1999,1020,Guinea,11,11,Sin Dato
02/08/1999,-1,Congo,7,7,Engine Failures
02/24/1999,1634,China,61,61,Engine Failures
02/25/1999,1230,Italy,31,4,Sin Dato
03/07/1999,823,India,19,19,Weather
03/18/1999,1605,Colombia,8,8,Sin Dato
03/19/1999,945,Canada,2,1,Sin Dato
04/07/1999,1130,Brazil,5,5,Sin Dato
04/07/1999,33,Turkey,6,6,Sin Dato
04/08/1999,1135,Colombia,5,5,Weather
04/15/1999,1605,China,3,3,Sin Dato
05/08/1999,1921,Vanuatu,12,7,Sin Dato
05/24/1999,1315,Malaysia,5,5,Sin Dato
05/29/1999,1430,Kenya,2,2,Sin Dato
06/01/1999,2350,USA,145,11,Weather
06/03/1999,-1,Sudan,50,50,Sin Dato
06/09/1999,-1,Philippines,1,1,Sin Dato
06/09/1999,1050,USA,7,7,Sin Dato
06/17/1999,852,Guinea,17,17,Sin Dato
06/25/1999,1320,Canada,2,1,Fuel Starvation
07/01/1999,-1,Angola,5,1,Sabotage / Hijacking
07/02/1999,1427,Myanmar,8,8,Weather
07/04/1999,1205,Colombia,18,5,Engine Failures
07/07/1999,1951,Nepal,5,5,Sin Dato
07/09/1999,430,Mexico,4,4,Sin Dato
07/16/1999,2141,USA,3,3,Sin Dato
07/23/1999,1125,Japan,517,1,Sabotage / Hijacking
07/23/1999,330,Colombia,7,7,Sin Dato
07/24/1999,535,Fiji,17,17,Sin Dato
08/07/1999,1200,Islands,18,18,Weather
08/22/1999,1845,China,315,3,Cargo Hold / Cabin / Cockpit Fires
08/24/1999,1236,Taiwan,96,1,Cargo Hold / Cabin / Cockpit Fires
08/26/1999,1054,Uzbekistan,33,2,Sin Dato
08/31/1999,2055,Argentina,103,63,Cargo Hold / Cabin / Cockpit Fires
09/05/1999,1030,Nepal,15,15,Sin Dato
09/14/1999,2347,Spain,245,1,Engine Failures
09/14/1999,-1,Romania,13,7,Sin Dato
09/14/1999,2120,Brazil,2,2,Sin Dato
09/17/1999,-1,Mexico,5,5,Sin Dato
10/02/1999,1915,Arabia,20,12,Sin Dato
10/24/1999,-1,Venezuela,6,6,Weather
10/25/1999,1120,USA,6,6,Fuel Starvation
10/31/1999,152,USA,217,217,Sin Dato
11/09/1999,1903,Mexico,18,18,Cargo Hold / Cabin / Cockpit Fires
11/12/1999,1113,Kosovo,24,24,Sin Dato
12/05/1999,512,Russia,7,5,Cargo Hold / Cabin / Cockpit Fires
12/07/1999,925,Philippines,17,17,Weather
12/10/1999,250,Kuwait,94,3,Sin Dato
12/11/1999,920,Portugal,35,35,Sin Dato
12/21/1999,940,Guatemala,314,16,Sin Dato
12/22/1999,1838,Kingdom,4,4,Engine Failures
12/24/1999,-1,Afghanistan,189,1,Sabotage / Hijacking
12/25/1999,2015,Venezuela,22,22,Cargo Hold / Cabin / Cockpit Fires
12/25/1999,1502,Nepal,10,10,Sin Dato
12/29/1999,-1,Turkey,6,6,Sin Dato
01/05/2000,-1,Nigeria,16,1,Engine Failures
01/10/2000,1754,Switzerland,10,10,Sin Dato
01/13/2000,1238,Libya,41,22,Engine Failures
01/15/2000,1310,Rica,20,5,Sin Dato
01/30/2000,2108,Coast,179,169,Engine Failures
01/31/2000,1621,USA,88,88,Sin Dato
02/02/2000,-1,Iran,8,8,Sin Dato
02/16/2000,1950,USA,3,3,Cargo Hold / Cabin / Cockpit Fires
03/05/2000,1811,USA,142,0,Sin Dato
03/09/2000,840,Russia,9,9,Engine Failures
03/17/2000,930,Panama,10,10,Sin Dato
03/17/2000,1231,Canada,2,2,Sin Dato
03/22/2000,1745,Spain,7,7,Sin Dato
03/24/2000,1804,Lanka,8,6,Fuel Starvation
03/25/2000,-1,Angola,33,3,Sin Dato
03/30/2000,-1,Lanka,40,40,Engine Failures
04/05/2000,930,USA,3,3,Pilot Incapacitation
04/19/2000,702,Philippines,131,131,Weather
04/19/2000,-1,Congo,24,24,Engine Failures
04/29/2000,-1,Guinea,4,4,Cargo Hold / Cabin / Cockpit Fires
05/02/2000,1439,France,5,2,Cargo Hold / Cabin / Cockpit Fires
05/03/2000,-1,Guyana,1,1,Sin Dato
05/10/2000,2030,USA,6,6,Sin Dato
05/17/2000,947,Gabon,10,3,Weather
05/21/2000,1128,USA,19,19,Weather
05/25/2000,-1,Philippines,298,1,Sabotage / Hijacking
05/31/2000,1905,Australia,8,8,Engine Failures
06/05/2000,1135,Ghana,52,7,Weather
06/22/2000,116,China,44,44,Weather
06/23/2000,1141,USA,3,3,Sin Dato
06/27/2000,-1,Japan,5,5,Sin Dato
07/02/2000,1050,Philippines,15,14,Engine Failures
07/08/2000,1950,Mexico,19,19,Weather
07/09/2000,837,Colombia,19,13,Engine Failures
07/13/2000,34,USA,3,1,Weather
07/17/2000,734,India,58,55,Cargo Hold / Cabin / Cockpit Fires
07/19/2000,30,USA,2,2,Engine Failures
07/20/2000,1312,Bahamas,2,2,Engine Failures
07/21/2000,1020,USA,7,7,Sin Dato
07/25/2000,1644,France,109,109,Cargo Hold / Cabin / Cockpit Fires
07/26/2000,600,Jordan,13,13,Sin Dato
07/27/2000,1031,Nepal,25,25,Weather
08/02/2000,845,Brazil,6,6,Sin Dato
08/06/2000,1555,Chile,14,14,Sin Dato
08/09/2000,800,USA,11,11,Sin Dato
08/12/2000,-1,Congo,27,27,Sin Dato
08/23/2000,1930,Bahrain,143,143,Cargo Hold / Cabin / Cockpit Fires
09/02/2000,-1,Colombia,7,7,Sin Dato
09/04/2000,1510,Australia,8,8,Sin Dato
09/16/2000,925,Lanka,14,14,Weather
10/06/2000,1655,Mexico,88,0,Weather
10/08/2000,1520,Canada,3,3,Weather
10/10/2000,1452,USA,3,2,Fuel Starvation
10/16/2000,1733,USA,3,3,Weather
10/19/2000,1212,Laos,17,8,Sin Dato
10/25/2000,1815,USA,86,86,Sin Dato
10/31/2000,2317,Taiwan,179,83,Weather
10/31/2000,1127,Angola,44,44,Shot Down
11/07/2000,-1,Congo,11,2,Cargo Hold / Cabin / Cockpit Fires
11/09/2000,123,USA,1,1,Cargo Hold / Cabin / Cockpit Fires
11/15/2000,1305,Angola,57,57,Cargo Hold / Cabin / Cockpit Fires
11/20/2000,1222,USA,114,1,Sin Dato
12/11/2000,1445,Bo,6,6,Cargo Hold / Cabin / Cockpit Fires
01/04/2001,-1,China,16,16,Sin Dato
01/08/2001,-1,Indonesia,9,9,Sin Dato
01/23/2001,2135,USA,2,2,Sin Dato
01/25/2001,1815,Venezuela,24,24,Cargo Hold / Cabin / Cockpit Fires
01/27/2001,1737,USA,10,10,Weather
01/31/2001,1650,Colombia,6,3,Cargo Hold / Cabin / Cockpit Fires
02/08/2001,1540,Germany,3,3,Engine Failures
02/08/2001,1920,USA,6,2,Sin Dato
02/10/2001,-1,Suriname,10,10,Sin Dato
02/27/2001,1730,Scotland,2,2,Engine Failures
03/03/2001,955,USA,21,21,Weather
03/03/2001,1448,Thailand,5,1,Cargo Hold / Cabin / Cockpit Fires
03/15/2001,-1,Arabia,174,3,Sabotage / Hijacking
03/24/2001,1630,Indies,19,19,Cargo Hold / Cabin / Cockpit Fires
03/26/2001,1825,Indonesia,3,3,Cargo Hold / Cabin / Cockpit Fires
03/29/2001,1901,USA,18,18,Cargo Hold / Cabin / Cockpit Fires
04/04/2001,-1,Sudan,30,14,Weather
04/07/2001,1530,Vietnam,16,16,Weather
04/28/2001,515,Argentina,10,10,Sin Dato
05/16/2001,1315,Turkey,34,34,Sin Dato
05/17/2001,745,Iran,30,30,Sin Dato
05/17/2001,1221,Argentina,5,5,Engine Failures
05/22/2001,1635,Russia,7,7,Sin Dato
06/15/2001,1430,Indonesia,19,1,Engine Failures
07/04/2001,208,Russia,145,145,Cargo Hold / Cabin / Cockpit Fires
07/05/2001,1140,Korea,12,8,Weather
07/12/2001,1205,Venezuela,13,13,Cargo Hold / Cabin / Cockpit Fires
07/14/2001,853,Russia,10,10,Cargo Hold / Cabin / Cockpit Fires
08/05/2001,443,Iceland,3,3,Sin Dato
08/10/2001,1435,USA,7,6,Cargo Hold / Cabin / Cockpit Fires
08/23/2001,-1,Congo,11,4,Engine Failures
08/24/2001,542,USA,2,2,Pilot Incapacitation
08/24/2001,1846,Azores,304,0,Cargo Hold / Cabin / Cockpit Fires
08/29/2001,1015,Spain,47,4,Engine Failures
09/11/2001,945,USA,64,64,Sabotage / Hijacking
09/11/2001,847,USA,92,92,Sabotage / Hijacking
09/11/2001,903,USA,65,65,Sabotage / Hijacking
09/11/2001,1003,USA,44,44,Sabotage / Hijacking
09/12/2001,1625,Mexico,19,19,Air Traffic Control Errors
09/15/2001,-1,Brazil,82,1,Engine Failures
09/18/2001,730,Guatemala,13,9,Engine Failures
10/04/2001,1344,Russia,78,78,Cargo Hold / Cabin / Cockpit Fires
10/08/2001,1750,Canada,7,3,Engine Failures
10/08/2001,810,Italy,114,114,Weather
10/10/2001,1042,Spain,10,10,Weather
10/10/2001,926,USA,10,10,Sin Dato
10/11/2001,2335,Canada,3,2,Sin Dato
10/18/2001,1543,USA,5,3,Pilot Incapacitation
11/12/2001,916,USA,260,260,Pilot Incapacitation
11/19/2001,1819,Russia,27,27,Cargo Hold / Cabin / Cockpit Fires
11/22/2001,1305,USA,2,2,Sin Dato
11/23/2001,1835,Estonia,17,2,Sin Dato
11/24/2001,2207,Switzerland,33,24,Weather
11/27/2001,156,Nigeria,13,1,Cargo Hold / Cabin / Cockpit Fires
12/01/2001,143,Russia,18,18,Cargo Hold / Cabin / Cockpit Fires
12/14/2001,-1,Congo,6,6,Shot Down
12/16/2001,1021,Colombia,16,16,Weather
12/26/2001,1020,Germany,9,8,Sin Dato
01/04/2002,1207,UK,5,5,Cargo Hold / Cabin / Cockpit Fires
01/09/2002,-1,Pakistan,7,7,Sin Dato
01/14/2002,728,Spain,3,3,Weather
01/15/2002,845,Mexico,17,5,Cargo Hold / Cabin / Cockpit Fires
01/16/2002,1629,Indonesia,62,1,Engine Failures
01/17/2002,1100,Ecuador,26,26,Sin Dato
01/27/2002,-1,Angola,40,5,Sin Dato
01/28/2002,1100,Colombia,92,92,Weather
02/12/2002,750,Iran,117,117,Pilot Incapacitation
02/15/2002,608,Liberia,10,1,Sin Dato
02/21/2002,2044,Russia,20,17,Sin Dato
02/22/2002,230,Philippines,10,10,Sin Dato
03/09/2002,1340,Italy,3,3,Pilot Incapacitation
03/14/2002,1630,Cuba,17,17,Sin Dato
03/17/2002,802,Djibouti,4,4,Sin Dato
04/12/2002,407,Spain,2,2,Sin Dato
04/15/2002,1123,Korea,166,128,Weather
04/19/2002,915,Colombia,8,3,Sin Dato
04/28/2002,615,Russia,20,8,Weather
05/04/2002,1330,Nigeria,77,74,Cargo Hold / Cabin / Cockpit Fires
05/07/2002,1517,Tunisia,62,14,Sin Dato
05/07/2002,2132,China,112,112,Sabotage / Hijacking
05/21/2002,1930,Nigeria,5,5,Weather
05/25/2002,1529,Taiwan,225,225,Sin Dato
05/25/2002,700,Indonesia,6,6,Weather
06/01/2002,645,Africa,3,3,Pilot Incapacitation
06/02/2002,-1,Angola,25,20,Sin Dato
06/12/2002,2124,Afghanistan,10,3,Sin Dato
07/01/2002,2336,Germany,71,71,Air Traffic Control Errors
07/04/2002,1115,Republic,27,27,Sin Dato
07/16/2002,-1,Indonesia,10,10,Air Traffic Control Errors
07/16/2002,1945,UK,11,11,Weather
07/17/2002,1422,Nepal,4,4,Sin Dato
07/27/2002,1245,Ukraine,2,0,Pilot Incapacitation
07/28/2002,1525,Russia,16,14,Sin Dato
08/07/2002,2200,Rico,10,10,Weather
08/15/2002,1235,Lanka,5,5,Engine Failures
08/19/2002,-1,Chechnya,147,121,Cargo Hold / Cabin / Cockpit Fires
08/22/2002,941,Nepal,18,18,Sin Dato
08/29/2002,1158,Russia,16,16,Weather
08/30/2002,1830,Brazil,31,23,Sin Dato
09/14/2002,-1,Brazil,2,2,Unknown
09/28/2002,1135,Canada,4,3,Sin Dato
10/01/2002,-1,India,12,12,Sin Dato
11/06/2002,1010,Luxembourg,22,20,Weather
11/07/2002,1027,Indonesia,10,7,Engine Failures
11/08/2002,1458,Mexico,2,2,Sin Dato
11/11/2002,609,Philippines,34,19,Fuel Starvation
11/28/2002,1415,Kenya,20,1,Engine Failures
12/13/2002,-1,Guinea,8,8,Sin Dato
12/17/2002,2251,USA,1,1,Pilot Incapacitation
12/21/2002,152,Taiwan,2,2,Engine Failures
12/23/2002,1930,Iran,44,44,Sin Dato
12/26/2002,1120,Brazil,16,3,Engine Failures
12/27/2002,1500,Islands,16,1,Weather
01/08/2003,853,USA,21,21,Weather
01/08/2003,2028,Turkey,80,75,Weather
01/09/2003,843,Peru,46,46,Sin Dato
01/17/2003,-1,Gabon,7,7,Sin Dato
01/24/2003,1645,Kenya,13,3,Design Flaws
01/31/2003,1521,Timor,6,6,Weather
02/07/2003,-1,Morocco,8,8,Sin Dato
02/10/2003,1942,Estonia,3,2,Cargo Hold / Cabin / Cockpit Fires
02/16/2003,2002,USA,7,3,Pilot Incapacitation
02/19/2003,1730,Iran,275,275,Sin Dato
02/20/2003,852,Pakistan,17,17,Pilot Incapacitation
03/01/2003,1425,Russia,25,11,Sin Dato
03/06/2003,1545,Algeria,103,102,Cargo Hold / Cabin / Cockpit Fires
03/27/2003,1230,Indonesia,16,4,Sin Dato
03/28/2003,1549,USA,3,3,Sin Dato
05/08/2003,-1,Congo,200,129,Sin Dato
05/26/2003,445,Turkey,75,75,Weather
05/28/2003,1330,USA,4,4,Pilot Incapacitation
06/01/2003,1526,Italy,2,2,Sin Dato
06/04/2003,-1,Brazil,5,5,Sin Dato
06/06/2003,1915,Zealand,10,8,Weather
06/11/2003,-1,Brazil,4,4,Engine Failures
06/15/2003,935,USA,4,4,Design Flaws
06/22/2003,2355,France,24,1,Weather
06/25/2003,1300,Iran,7,7,Sin Dato
06/25/2003,1550,USA,3,3,Sin Dato
06/26/2003,1930,Namibia,4,4,Sin Dato
06/30/2003,1050,Algeria,4,4,Cargo Hold / Cabin / Cockpit Fires
07/01/2003,1957,Brazil,4,4,Weather
07/05/2003,1130,Brazil,5,5,Sin Dato
07/08/2003,400,Sudan,117,117,Engine Failures
07/13/2003,1215,Venezuela,10,4,Sin Dato
07/13/2003,1530,Bahamas,10,2,Pilot Incapacitation
07/19/2003,1800,Kenya,14,14,Weather
07/23/2003,853,USA,5,5,Pilot Incapacitation
08/04/2003,639,USA,2,2,Engine Failures
08/08/2003,932,Venezuela,16,1,Engine Failures
08/17/2003,1249,USA,2,2,Sin Dato
08/20/2003,1305,Russia,20,20,Sin Dato
08/24/2003,1400,Haiti,21,21,Sin Dato
08/26/2003,1538,USA,2,2,Sin Dato
09/11/2003,2030,Canada,8,8,Weather
